URL,page_type,locale,GSC_status,indexable,sitemap,internal_links,raw_similarity_risk,v2_similarity_risk,intent_relationship,value_score,action,merge_confidence,merge_reason,functional_equivalence,merge_target,human_review_required,v1_action
https://funnytools.win/en/tools/bulk-image-compressor/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/business-days/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,17,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/cad-2d/,tool,en,Not indexed,yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/case-converter/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,22,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/character-counter/,tool,en,Not indexed,yes,sitemap-en.xml,31,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/class-rank-percentile-calculator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,14,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/color-generator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/compound-interest/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/countdown-timer/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,21,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/cronbach-alpha-calculator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/csv-to-json/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/date-difference/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,16,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/delete-pdf-pages/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,14,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/dice-roller/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,15,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/extract-pdf-pages/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,15,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/flowchart/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/gpa-calculator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,14,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/grade-average/,tool,en,Not indexed,yes,sitemap-en.xml,23,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/group-generator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,23,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/en/tools/image-compressor/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,40,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/image-crop/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,16,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/image-resizer/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,37,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/image-rotate-flip/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/image-to-base64/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,10,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/image-to-dxf/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/images-to-pdf/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,18,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/independent-samples-t-test-calculator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,10,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/,hub,en,Not indexed,yes,sitemap-en.xml,194,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/inflation/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/jpg-to-png/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,18,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/jpg-to-webp/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,15,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/json-formatter/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,23,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/json-to-csv/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,10,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/markdown-previewer/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/merge-pdf/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,27,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/mortgage-payment/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/net-salary/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/normalized-score-converter/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/overtime-pay/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/password-generator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/pdf-compressor/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,27,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/pdf-page-reorder/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,22,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/pdf-table-to-excel/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/pdf-to-image/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,23,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/pdf-to-word/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/percentage-calculator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/percentile-rank-calculator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,21,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/pie-chart-maker/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/png-to-jpg/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,23,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/pomodoro-timer/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,14,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/qr-code-generator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,41,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/random-group-generator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,32,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/en/tools/random-name-picker/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,22,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/random-number-picker/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,23,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/random-student-picker/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,26,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/random-wheel/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,19,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/remove-duplicate-lines/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/remove-empty-lines/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/rotate-pdf/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/savings-goal/,tool,en,Not indexed,yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/seating-chart/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,19,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/sketchpad/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/sort-lines/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,15,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/split-pdf/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,25,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/spss-result-interpreter/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/standard-deviation/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,21,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/stopwatch/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/t-score-calculator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,24,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/teacher-exam-score-converter/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,14,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/this-or-that/,tool,en,Not indexed,yes,sitemap-en.xml,12,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/timestamp-converter/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,10,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/url-encoder/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,21,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/uuid-generator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/webp-to-jpg/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,10,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/weighted-average-calculator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,18,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/what-to-eat/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/word-counter/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,24,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/z-score-calculator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,23,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/workflows/creator-social-toolkit/,workflow,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,24,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/workflows/daily-decision-toolkit/,workflow,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,14,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/workflows/graduate-statistics-report-toolkit/,workflow,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,18,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/workflows/,hub,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/workflows/office-document-toolkit/,workflow,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,35,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/workflows/student-report-toolkit/,workflow,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,18,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/workflows/teacher-classroom-random-toolkit/,workflow,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,31,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/workflows/teacher-exam-score-toolkit/,workflow,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,17,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/apoyar-funnytools/,support,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/aviso-legal/,other,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/categorias/azar/,category,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/categorias/dibujo/,category,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/categorias/dinero/,category,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/es/categorias/estadistica/,category,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/categorias/estudio/,category,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/categorias/imagen/,category,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/categorias/pdf/,category,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/categorias/texto/,category,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/categorias/tiempo/,category,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/como-funcionan-las-herramientas/,legal,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,142,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/condiciones-de-uso/,legal,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/contacto/,legal,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/estadisticas-educativas/,other,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/flujos/actividades-aleatorias-aula/,workflow,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,5,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/flujos/calcular-nota-oposicion-docente/,workflow,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,5,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/es/flujos/contenido-redes-sociales/,workflow,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,4,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/flujos/decisiones-cotidianas/,workflow,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/flujos/documentos-oficina/,workflow,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,4,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/flujos/entrega-informe-estudiantil/,workflow,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,4,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/flujos/,hub,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/flujos/informe-estadistico-investigacion/,workflow,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/guias/a4-o-letter-para-imprimir/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/es/guias/agrupamientos-equitativos-aula/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/es/guias/anova-formato-apa-7/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/es/guias/calcular-nota-oposicion-docente/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/es/guias/calcular-porcentajes-rapido/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/es/guias/codigos-qr-en-el-aula/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/guias/comprimir-fotos-para-email/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/guias/contrasena-segura-fuerte/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,140,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/es/guias/fluidez-tablas-multiplicar/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,140,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/es/guias/grafico-barras-trabajo-escolar/,guide,es,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-es.xml,141,high,high,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
