cluster,url,primary_intent,competing_urls,unique_value,action,confidence
general,https://funnytools.win/en/guides/qr-code-before-print-testing-guide/,Test a QR Code Before Printing: Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/ (0.664),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/,Multilingual QR Codes: Test Language Switching - FunnyTools,https://funnytools.win/en/guides/qr-code-before-print-testing-guide/ (0.664),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-before-print-testing-guide/,Test a QR Code Before Printing: Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-payload-length-guide/ (0.696),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-payload-length-guide/,QR Code Text Capacity and Density Guide - FunnyTools,https://funnytools.win/en/guides/qr-code-before-print-testing-guide/ (0.696),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-before-print-testing-guide/,Test a QR Code Before Printing: Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/ (0.743),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/,QR Code Scan Troubleshooting On Site - FunnyTools,https://funnytools.win/en/guides/qr-code-before-print-testing-guide/ (0.743),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-before-print-testing-guide/,Test a QR Code Before Printing: Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/ (0.650),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/,QR Code Campaign Tracking with UTM Links - FunnyTools,https://funnytools.win/en/guides/qr-code-before-print-testing-guide/ (0.650),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/,Change a QR Code Destination: Change Log - FunnyTools,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/ (0.709),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/,QR Code Event Page Expiry: Prevent Broken Links - FunnyTools,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/ (0.709),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/,Change a QR Code Destination: Change Log - FunnyTools,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/ (0.627),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/,QR Code Mobile Landing Page Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/ (0.627),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/,Change a QR Code Destination: Change Log - FunnyTools,https://funnytools.win/en/guides/qr-code-multi-placement-consistency-guide/ (0.647),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-multi-placement-consistency-guide/,QR Code Placement Consistency Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/ (0.647),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/,Change a QR Code Destination: Change Log - FunnyTools,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/ (0.613),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/,Multilingual QR Codes: Test Language Switching - FunnyTools,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/ (0.613),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/,Change a QR Code Destination: Change Log - FunnyTools,https://funnytools.win/en/guides/qr-code-payload-length-guide/ (0.595),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-payload-length-guide/,QR Code Text Capacity and Density Guide - FunnyTools,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/ (0.595),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/,Change a QR Code Destination: Change Log - FunnyTools,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/ (0.662),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/,QR Code Scan Troubleshooting On Site - FunnyTools,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/ (0.662),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/,Change a QR Code Destination: Change Log - FunnyTools,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/ (0.663),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/,QR Code Campaign Tracking with UTM Links - FunnyTools,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/ (0.663),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/,QR Code Event Page Expiry: Prevent Broken Links - FunnyTools,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/ (0.696),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/,QR Code Mobile Landing Page Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/ (0.696),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/,QR Code Event Page Expiry: Prevent Broken Links - FunnyTools,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/ (0.659),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/,Multilingual QR Codes: Test Language Switching - FunnyTools,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/ (0.659),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/,QR Code Event Page Expiry: Prevent Broken Links - FunnyTools,https://funnytools.win/en/guides/qr-code-payload-length-guide/ (0.676),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-payload-length-guide/,QR Code Text Capacity and Density Guide - FunnyTools,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/ (0.676),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/,QR Code Event Page Expiry: Prevent Broken Links - FunnyTools,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/ (0.641),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/,QR Code Scan Troubleshooting On Site - FunnyTools,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/ (0.641),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/,QR Code Event Page Expiry: Prevent Broken Links - FunnyTools,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/ (0.623),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/,QR Code Campaign Tracking with UTM Links - FunnyTools,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/ (0.623),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/,QR Code Mobile Landing Page Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/ (0.779),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/,Multilingual QR Codes: Test Language Switching - FunnyTools,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/ (0.779),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/,QR Code Mobile Landing Page Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-payload-length-guide/ (0.687),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-payload-length-guide/,QR Code Text Capacity and Density Guide - FunnyTools,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/ (0.687),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/,QR Code Mobile Landing Page Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/ (0.689),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/,QR Code Scan Troubleshooting On Site - FunnyTools,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/ (0.689),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/,QR Code Mobile Landing Page Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/ (0.635),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/,QR Code Campaign Tracking with UTM Links - FunnyTools,https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/ (0.635),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-multi-placement-consistency-guide/,QR Code Placement Consistency Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/ (0.599),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/,QR Code Scan Troubleshooting On Site - FunnyTools,https://funnytools.win/en/guides/qr-code-multi-placement-consistency-guide/ (0.599),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-multi-placement-consistency-guide/,QR Code Placement Consistency Checklist - FunnyTools,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/ (0.655),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/,QR Code Campaign Tracking with UTM Links - FunnyTools,https://funnytools.win/en/guides/qr-code-multi-placement-consistency-guide/ (0.655),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/,Multilingual QR Codes: Test Language Switching - FunnyTools,https://funnytools.win/en/guides/qr-code-payload-length-guide/ (0.656),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-payload-length-guide/,QR Code Text Capacity and Density Guide - FunnyTools,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/ (0.656),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/,Multilingual QR Codes: Test Language Switching - FunnyTools,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/ (0.647),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/,QR Code Scan Troubleshooting On Site - FunnyTools,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/ (0.647),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/,Multilingual QR Codes: Test Language Switching - FunnyTools,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/ (0.629),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/,QR Code Campaign Tracking with UTM Links - FunnyTools,https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/ (0.629),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-payload-length-guide/,QR Code Text Capacity and Density Guide - FunnyTools,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/ (0.608),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/,QR Code Scan Troubleshooting On Site - FunnyTools,https://funnytools.win/en/guides/qr-code-payload-length-guide/ (0.608),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-payload-length-guide/,QR Code Text Capacity and Density Guide - FunnyTools,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/ (0.603),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/,QR Code Campaign Tracking with UTM Links - FunnyTools,https://funnytools.win/en/guides/qr-code-payload-length-guide/ (0.603),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/,QR Code Scan Troubleshooting On Site - FunnyTools,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/ (0.650),requires human comparison of answer intent,REVIEW_ONLY,medium
general,https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/,QR Code Campaign Tracking with UTM Links - FunnyTools,https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/ (0.650),requires human comparison of answer intent,REVIEW_ONLY,medium
drawing,https://funnytools.win/en/guides/seating-chart-changeover-routine-guide/,Seating Chart Changeover Routine - FunnyTools,https://funnytools.win/en/guides/seating-chart-student-needs-intake-guide/ (0.731),requires human comparison of answer intent,REVIEW_ONLY,medium
drawing,https://funnytools.win/en/guides/seating-chart-student-needs-intake-guide/,Seating Chart Student Needs Checklist - FunnyTools,https://funnytools.win/en/guides/seating-chart-changeover-routine-guide/ (0.731),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/split-pdf-output-naming-batch-delivery-guide/,"Split PDFs: Naming, Folders & Batch Checks - FunnyTools",https://funnytools.win/en/guides/split-pdf-page-range-planning-guide/ (0.705),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/en/guides/split-pdf-page-range-planning-guide/,Split PDF Pages by Range: Safe Checklist - FunnyTools,https://funnytools.win/en/guides/split-pdf-output-naming-batch-delivery-guide/ (0.705),requires human comparison of answer intent,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/guides/t-score-calculator-guide/,T Score Calculator Guide: Formula and Examples - FunnyTools,https://funnytools.win/en/guides/teacher-exam-weighted-score-guide/ (0.756),requires human comparison of answer intent,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/guides/teacher-exam-weighted-score-guide/,Teacher Exam Weighted Score Guide and Examples - FunnyTools,https://funnytools.win/en/guides/t-score-calculator-guide/ (0.756),requires human comparison of answer intent,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/guides/t-score-calculator-guide/,T Score Calculator Guide: Formula and Examples - FunnyTools,https://funnytools.win/en/guides/z-score-calculator-guide/ (0.832),requires human comparison of answer intent,REVIEW_ONLY,high
statistics,https://funnytools.win/en/guides/z-score-calculator-guide/,Z Score Calculator Guide: Formula and Examples - FunnyTools,https://funnytools.win/en/guides/t-score-calculator-guide/ (0.832),requires human comparison of answer intent,REVIEW_ONLY,high
statistics,https://funnytools.win/en/guides/teacher-exam-weighted-score-guide/,Teacher Exam Weighted Score Guide and Examples - FunnyTools,https://funnytools.win/en/guides/z-score-calculator-guide/ (0.679),requires human comparison of answer intent,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/guides/z-score-calculator-guide/,Z Score Calculator Guide: Formula and Examples - FunnyTools,https://funnytools.win/en/guides/teacher-exam-weighted-score-guide/ (0.679),requires human comparison of answer intent,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/age-calculator/,"Age Calculator｜Birthday, Age and Days Calculator - FunnyTools",https://funnytools.win/en/tools/date-difference/ (0.607),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/date-difference/,Date Difference Calculator｜Days Between Dates - FunnyTools,https://funnytools.win/en/tools/age-calculator/ (0.607),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/apa-7-report-generator/,"APA 7 Statistics Report Generator｜t Test, ANOVA, - FunnyTools",https://funnytools.win/en/tools/independent-samples-t-test-calculator/ (0.639),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/independent-samples-t-test-calculator/,Independent Samples t-test Calculator｜Welch t Test - FunnyTools,https://funnytools.win/en/tools/apa-7-report-generator/ (0.639),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/apa-7-report-generator/,"APA 7 Statistics Report Generator｜t Test, ANOVA, - FunnyTools",https://funnytools.win/en/tools/spss-result-interpreter/ (0.824),functional utility; confirm distinct task,REVIEW_ONLY,high
statistics,https://funnytools.win/en/tools/spss-result-interpreter/,SPSS Result Interpretation Helper｜t Test and ANOVA - FunnyTools,https://funnytools.win/en/tools/apa-7-report-generator/ (0.824),functional utility; confirm distinct task,REVIEW_ONLY,high
statistics,https://funnytools.win/en/tools/apa-7-report-generator/,"APA 7 Statistics Report Generator｜t Test, ANOVA, - FunnyTools",https://funnytools.win/en/tools/standard-deviation/ (0.586),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/standard-deviation/,Standard Deviation Calculator｜Mean and Variance - FunnyTools,https://funnytools.win/en/tools/apa-7-report-generator/ (0.586),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/apa-7-report-generator/,"APA 7 Statistics Report Generator｜t Test, ANOVA, - FunnyTools",https://funnytools.win/en/tools/z-score-calculator/ (0.558),functional utility; confirm distinct task,REVIEW_ONLY,medium
statistics,https://funnytools.win/en/tools/z-score-calculator/,Z Score Calculator｜Standard Score Formula - FunnyTools,https://funnytools.win/en/tools/apa-7-report-generator/ (0.558),functional utility; confirm distinct task,REVIEW_ONLY,medium
draw,https://funnytools.win/en/tools/bar-chart-maker/,Bar Chart Maker｜Free Online Bar Chart Generator - FunnyTools,https://funnytools.win/en/tools/cad-2d/ (0.563),functional utility; confirm distinct task,REVIEW_ONLY,medium
draw,https://funnytools.win/en/tools/cad-2d/,Free Online 2D CAD Drawing Board｜PNG & SVG - FunnyTools,https://funnytools.win/en/tools/bar-chart-maker/ (0.563),functional utility; confirm distinct task,REVIEW_ONLY,medium
draw,https://funnytools.win/en/tools/bar-chart-maker/,Bar Chart Maker｜Free Online Bar Chart Generator - FunnyTools,https://funnytools.win/en/tools/pie-chart-maker/ (0.716),functional utility; confirm distinct task,REVIEW_ONLY,high
draw,https://funnytools.win/en/tools/pie-chart-maker/,Pie Chart Maker｜Free Online Pie Chart Generator - FunnyTools,https://funnytools.win/en/tools/bar-chart-maker/ (0.716),functional utility; confirm distinct task,REVIEW_ONLY,high
draw,https://funnytools.win/en/tools/bar-chart-maker/,Bar Chart Maker｜Free Online Bar Chart Generator - FunnyTools,https://funnytools.win/en/tools/sketchpad/ (0.584),functional utility; confirm distinct task,REVIEW_ONLY,medium
draw,https://funnytools.win/en/tools/sketchpad/,Online Sketchpad｜Drawing Canvas with PNG Export - FunnyTools,https://funnytools.win/en/tools/bar-chart-maker/ (0.584),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/barcode-generator/,Barcode Generator Free｜Code 128 & EAN-13 - FunnyTools,https://funnytools.win/en/tools/image-compressor/ (0.557),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/image-compressor/,"Free Image Compressor Online｜Shrink JPG, PNG & WebP - FunnyTools",https://funnytools.win/en/tools/barcode-generator/ (0.557),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/barcode-generator/,Barcode Generator Free｜Code 128 & EAN-13 - FunnyTools,https://funnytools.win/en/tools/image-crop/ (0.565),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/image-crop/,Image Crop Tool｜Online Cropper for Avatars and - FunnyTools,https://funnytools.win/en/tools/barcode-generator/ (0.565),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/barcode-generator/,Barcode Generator Free｜Code 128 & EAN-13 - FunnyTools,https://funnytools.win/en/tools/image-resizer/ (0.614),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/image-resizer/,Image Resizer｜Free local image resize tool - FunnyTools,https://funnytools.win/en/tools/barcode-generator/ (0.614),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/barcode-generator/,Barcode Generator Free｜Code 128 & EAN-13 - FunnyTools,https://funnytools.win/en/tools/qr-code-generator/ (0.640),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/qr-code-generator/,QR Code Generator Online Free｜Create QR PNG for URLs - FunnyTools,https://funnytools.win/en/tools/barcode-generator/ (0.640),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/base64/,Base64 Encoder / Decoder｜Free UTF-8 online tool - FunnyTools,https://funnytools.win/en/tools/json-formatter/ (0.555),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/json-formatter/,JSON Formatter / Validator｜Free online JSON tool - FunnyTools,https://funnytools.win/en/tools/base64/ (0.555),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/base64/,Base64 Encoder / Decoder｜Free UTF-8 online tool - FunnyTools,https://funnytools.win/en/tools/url-encoder/ (0.619),functional utility; confirm distinct task,REVIEW_ONLY,medium
text,https://funnytools.win/en/tools/url-encoder/,URL Encoder / Decoder｜Free percent-encoding tool - FunnyTools,https://funnytools.win/en/tools/base64/ (0.619),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/break-reminder/,Break Reminder｜Free screen break interval timer - FunnyTools,https://funnytools.win/en/tools/countdown-timer/ (0.660),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/countdown-timer/,Countdown Timer｜Duration and Date Countdown - FunnyTools,https://funnytools.win/en/tools/break-reminder/ (0.660),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/break-reminder/,Break Reminder｜Free screen break interval timer - FunnyTools,https://funnytools.win/en/tools/date-difference/ (0.553),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/date-difference/,Date Difference Calculator｜Days Between Dates - FunnyTools,https://funnytools.win/en/tools/break-reminder/ (0.553),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/break-reminder/,Break Reminder｜Free screen break interval timer - FunnyTools,https://funnytools.win/en/tools/pomodoro-timer/ (0.720),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/pomodoro-timer/,Pomodoro Timer Online｜Free Focus Timer with Breaks - FunnyTools,https://funnytools.win/en/tools/break-reminder/ (0.720),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/break-reminder/,Break Reminder｜Free screen break interval timer - FunnyTools,https://funnytools.win/en/tools/stopwatch/ (0.609),functional utility; confirm distinct task,REVIEW_ONLY,medium
time,https://funnytools.win/en/tools/stopwatch/,Stopwatch｜Free online timer with laps - FunnyTools,https://funnytools.win/en/tools/break-reminder/ (0.609),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/bulk-image-compressor/,"Bulk Image Compressor｜Compress JPG, PNG, and WebP - FunnyTools",https://funnytools.win/en/tools/image-compressor/ (0.715),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/image-compressor/,"Free Image Compressor Online｜Shrink JPG, PNG & WebP - FunnyTools",https://funnytools.win/en/tools/bulk-image-compressor/ (0.715),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/bulk-image-compressor/,"Bulk Image Compressor｜Compress JPG, PNG, and WebP - FunnyTools",https://funnytools.win/en/tools/image-crop/ (0.658),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/image-crop/,Image Crop Tool｜Online Cropper for Avatars and - FunnyTools,https://funnytools.win/en/tools/bulk-image-compressor/ (0.658),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/bulk-image-compressor/,"Bulk Image Compressor｜Compress JPG, PNG, and WebP - FunnyTools",https://funnytools.win/en/tools/image-resizer/ (0.680),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/image-resizer/,Image Resizer｜Free local image resize tool - FunnyTools,https://funnytools.win/en/tools/bulk-image-compressor/ (0.680),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/bulk-image-compressor/,"Bulk Image Compressor｜Compress JPG, PNG, and WebP - FunnyTools",https://funnytools.win/en/tools/image-rotate-flip/ (0.571),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/image-rotate-flip/,Image Rotate & Flip｜Rotate and Mirror Images - FunnyTools,https://funnytools.win/en/tools/bulk-image-compressor/ (0.571),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/bulk-image-compressor/,"Bulk Image Compressor｜Compress JPG, PNG, and WebP - FunnyTools",https://funnytools.win/en/tools/image-to-base64/ (0.574),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/image-to-base64/,Image to Base64｜Free Online Image to Data URI - FunnyTools,https://funnytools.win/en/tools/bulk-image-compressor/ (0.574),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/bulk-image-compressor/,"Bulk Image Compressor｜Compress JPG, PNG, and WebP - FunnyTools",https://funnytools.win/en/tools/jpg-to-png/ (0.662),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/jpg-to-png/,JPG to PNG｜Local Image Format Converter - FunnyTools,https://funnytools.win/en/tools/bulk-image-compressor/ (0.662),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/bulk-image-compressor/,"Bulk Image Compressor｜Compress JPG, PNG, and WebP - FunnyTools",https://funnytools.win/en/tools/jpg-to-webp/ (0.692),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/jpg-to-webp/,JPG to WebP｜Compress Website Images - FunnyTools,https://funnytools.win/en/tools/bulk-image-compressor/ (0.692),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/bulk-image-compressor/,"Bulk Image Compressor｜Compress JPG, PNG, and WebP - FunnyTools",https://funnytools.win/en/tools/png-to-jpg/ (0.694),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/png-to-jpg/,PNG to JPG｜Convert Transparent Images - FunnyTools,https://funnytools.win/en/tools/bulk-image-compressor/ (0.694),functional utility; confirm distinct task,REVIEW_ONLY,medium
image,https://funnytools.win/en/tools/bulk-image-compressor/,"Bulk Image Compressor｜Compress JPG, PNG, and WebP - FunnyTools",https://funnytools.win/en/tools/webp-to-jpg/ (0.679),functional utility; confirm distinct task,REVIEW_ONLY,medium
