URL,page_type,locale,GSC_status,indexable,sitemap,internal_links,similarity_risk,cannibalization_risk,value_score,action,merge_target,confidence,reason,technical_change_required,human_review_required
https://funnytools.win/embed/weighted-average-calculator/,embed,zh-TW,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,1,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/embed/what-to-eat/,embed,zh-TW,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,1,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/embed/word-counter/,embed,zh-TW,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,1,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/embed/z-score-calculator/,embed,zh-TW,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,1,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/about/,legal,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,medium,low/unknown,49,IMPROVE,,review,quality/link/similarity risk requires review,no,yes
https://funnytools.win/en/about-tools/,legal,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,194,medium,low/unknown,50,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/blog/,other,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,1,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/category/draw/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low/unknown,64,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/category/image/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,23,medium,low/unknown,62,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/category/money/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low/unknown,63,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/category/pdf/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,24,medium,low/unknown,62,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/category/random/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,21,medium,low/unknown,60,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/category/statistics/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,22,high,low/unknown,65,IMPROVE,,review,quality/link/similarity risk requires review,no,yes
https://funnytools.win/en/category/study/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,15,medium,low/unknown,59,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/category/text/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,26,medium,low/unknown,63,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/category/time/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,18,medium,low/unknown,63,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/contact/,legal,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,medium,low/unknown,49,IMPROVE,,review,quality/link/similarity risk requires review,no,yes
https://funnytools.win/en/disclaimer/,legal,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,medium,low/unknown,50,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/education-statistics/,other,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,high,low/unknown,63,IMPROVE,,review,quality/link/similarity risk requires review,no,yes
https://funnytools.win/en/embed/age-calculator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/apa-7-report-generator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/bar-chart-maker/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/barcode-generator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/break-reminder/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/business-days/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/cad-2d/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/character-counter/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/class-rank-percentile-calculator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/color-generator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/compound-interest/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/countdown-timer/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/date-difference/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/dice-roller/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/flowchart/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/gpa-calculator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/grade-average/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/group-generator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/image-compressor/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/image-crop/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/image-resizer/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/image-rotate-flip/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/inflation/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/jpg-to-png/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/jpg-to-webp/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/markdown-previewer/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/mortgage-payment/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/net-salary/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/normalized-score-converter/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/overtime-pay/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/password-generator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/percentage-calculator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/percentile-rank-calculator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/pie-chart-maker/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/png-to-jpg/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/pomodoro-timer/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/qr-code-generator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/random-group-generator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/random-name-picker/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/random-number-picker/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/random-student-picker/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/random-wheel/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/remove-duplicate-lines/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/remove-empty-lines/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/savings-goal/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/seating-chart/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/sketchpad/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/sort-lines/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/spss-result-interpreter/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/standard-deviation/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/stopwatch/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/t-score-calculator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/teacher-exam-score-converter/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/this-or-that/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/timestamp-converter/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/uuid-generator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/webp-to-jpg/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/weighted-average-calculator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/what-to-eat/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/word-counter/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/embed/z-score-calculator/,embed,en,UNKNOWN (no current URL-level Coverage sample),no,not in sitemap,0,not applicable,low/unknown,,NOINDEX,,review,intentional excluded route; preserve current policy,no,no
https://funnytools.win/en/for/creators/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low/unknown,61,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/for/designers/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low/unknown,61,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/for/developers/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low/unknown,62,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/for/,hub,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,medium,low/unknown,51,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/for/office-workers/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low/unknown,61,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/for/students/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,medium,low/unknown,58,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/for/teachers/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,medium,low/unknown,62,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/guides/2d-cad-drawing-board-workflow-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low/unknown,66,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/a4-vs-us-letter-printing-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,low,low/unknown,68,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/guides/anova-apa-format-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,medium,low/unknown,64,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/guides/bar-chart-school-report-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low/unknown,71,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/guides/classroom-group-roles-rotation-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low/unknown,67,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/classroom-lottery-tool-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,medium,low/unknown,63,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/guides/classroom-random-group-absent-student-repair-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,high,high,63,WAIT,https://funnytools.win/en/guides/classroom-random-group-size-balance-guide/,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/classroom-random-group-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,19,high,high,62,MERGE,https://funnytools.win/en/guides/fair-student-grouping-guide/,review,quality/link/similarity risk requires review,no,yes
https://funnytools.win/en/guides/classroom-random-group-materials-handoff-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,2,medium,low/unknown,61,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/classroom-random-group-no-repeat-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low/unknown,66,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/classroom-random-group-seat-transition-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low/unknown,63,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/classroom-random-group-shareable-result-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low/unknown,64,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/classroom-random-group-size-balance-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,high,high,65,WAIT,https://funnytools.win/en/guides/classroom-random-group-absent-student-repair-guide/,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/classroom-random-picker-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,16,medium,high,64,MERGE,https://funnytools.win/en/guides/classroom-random-group-guide/,review,distinct current route with passing technical checks,no,yes
https://funnytools.win/en/guides/classroom-timer-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,16,medium,low/unknown,65,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/guides/csv-to-json-header-duplicate-column-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,6,medium,low/unknown,67,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/fair-student-grouping-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,high,high,63,MERGE,https://funnytools.win/en/guides/classroom-random-group-guide/,review,quality/link/similarity risk requires review,no,yes
https://funnytools.win/en/guides/image-color-profile-web-print-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low/unknown,63,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/image-compression-email-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,low,low/unknown,68,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/guides/image-compression-quality-size-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,medium,low/unknown,66,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low/unknown,66,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/image-resampling-quality-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low/unknown,62,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low/unknown,67,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/image-resolution-print-web-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low/unknown,66,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/,hub,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,low,low/unknown,52,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/guides/json-formatter-trailing-comma-error-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low/unknown,67,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low/unknown,64,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/merge-pdf-page-size-orientation-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low/unknown,67,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/merge-pdf-private-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,14,medium,low/unknown,66,KEEP,,medium,distinct current route with passing technical checks,no,no
https://funnytools.win/en/guides/merge-pdf-reading-order-checklist-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low/unknown,66,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-accessibility-reading-order-check-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,2,medium,low/unknown,62,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-compressor-email-attachment-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low/unknown,67,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-compressor-form-fields-links-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low/unknown,63,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-page-reorder-appendix-merge-check-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low/unknown,64,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-split-vs-extract-vs-delete/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low/unknown,66,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-table-to-excel-header-check-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low/unknown,68,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-to-image-background-contrast-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low/unknown,67,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-to-image-multipage-download-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,medium,low/unknown,66,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-to-image-print-crop-marks-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low/unknown,64,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-to-image-raster-text-search-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low/unknown,66,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-to-image-resolution-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,medium,low/unknown,67,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-to-word-form-field-editing-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low/unknown,65,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-to-word-layout-fidelity-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low/unknown,67,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-to-word-ocr-language-check-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,2,medium,low/unknown,61,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-to-word-review-track-changes-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,6,medium,low/unknown,68,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/pdf-upload-failed-troubleshooting/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low/unknown,67,WAIT,,review,recent publication or current evidence window is too short,no,no
https://funnytools.win/en/guides/percentage-grade-to-gpa-conversion-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low/unknown,66,WAIT,,review,recent publication or current evidence window is too short,no,no
