url_a,url_b,similarity_score,same_cluster,same_locale,same_search_intent,recommended_action
https://funnytools.win/es/herramientas/crear-grafico-barras/,https://funnytools.win/es/herramientas/crear-grafico-circular/,0.833,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/crear-grupos-clase/,https://funnytools.win/es/herramientas/generador-grupos-aleatorios/,0.833,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/merge-pdf/,https://funnytools.win/tools/pdf-page-reorder/,0.833,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/guides/t-score-calculator-guide/,https://funnytools.win/en/guides/z-score-calculator-guide/,0.832,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/herramientas/unir-pdf/,0.832,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/texto/,https://funnytools.win/es/para/desarrolladores/,0.832,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/creer-diagramme-circulaire/,https://funnytools.win/fr/outils/creer-graphique-barres/,0.832,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/split-pdf-page-range-planning-guide/,https://funnytools.win/tools/split-pdf/,0.832,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/azar/,https://funnytools.win/es/flujos/decisiones-cotidianas/,0.831,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/,https://funnytools.win/es/para/oficina/,0.831,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/comprimir-imagenes/,https://funnytools.win/es/herramientas/redimensionar-imagen/,0.831,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,0.831,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/independent-samples-t-test-calculator/,https://funnytools.win/tools/normalized-score-converter/,0.831,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/random/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,0.830,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/statistics/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,0.830,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/teacher-exam-score-converter/,https://funnytools.win/en/tools/weighted-average-calculator/,0.830,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/apoyar-funnytools/,https://funnytools.win/es/sobre-funnytools/,0.830,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/,https://funnytools.win/es/para/docentes/,0.830,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/generador-informe-apa-7/,https://funnytools.win/es/herramientas/interpretar-resultados-spss/,0.830,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/para/creadores/,https://funnytools.win/es/para/disenadores/,0.830,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/para/,https://funnytools.win/es/para/oficina/,0.830,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/fair-student-grouping-guide/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,0.830,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/base64/,https://funnytools.win/tools/url-encoder/,0.830,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/bulk-image-compressor/,https://funnytools.win/tools/jpg-to-webp/,0.830,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/guides/t-score-calculator-guide/,https://funnytools.win/en/tools/z-score-calculator/,0.829,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/,https://funnytools.win/es/para/,0.829,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/prueba-t-formato-apa-7/,https://funnytools.win/es/herramientas/interpretar-resultados-spss/,0.829,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/calculadora-dias-laborables/,https://funnytools.win/es/herramientas/calcular-diferencia-entre-fechas/,0.829,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/recordatorio-descansos/,https://funnytools.win/es/herramientas/temporizador-online/,0.829,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/teacher-exam-weighted-score-guide/,https://funnytools.win/tools/weighted-average-calculator/,0.829,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/class-rank-percentile-calculator/,https://funnytools.win/en/tools/percentile-rank-calculator/,0.828,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/flujos/,0.828,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/comprimir-imagenes/,https://funnytools.win/es/herramientas/convertir-jpg-a-png/,0.828,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/extraer-paginas-pdf/,https://funnytools.win/es/herramientas/rotar-pdf/,0.828,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/para/creadores/,https://funnytools.win/es/para/oficina/,0.828,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/education-statistics/,https://funnytools.win/tools/z-score-calculator/,0.827,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/t-score-calculator/,https://funnytools.win/en/workflows/teacher-exam-score-toolkit/,0.827,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/flujos/actividades-aleatorias-aula/,0.827,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/como-funcionan-las-herramientas/,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,0.827,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/informe-estadistico-investigacion/,https://funnytools.win/es/herramientas/interpretar-resultados-spss/,0.827,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/dividir-pdf/,https://funnytools.win/es/herramientas/eliminar-paginas-pdf/,0.827,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/seating-chart-changeover-routine-guide/,https://funnytools.win/guides/seating-chart-student-needs-intake-guide/,0.827,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/statistics/,https://funnytools.win/tools/z-score-calculator/,0.826,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/como-funcionan-las-herramientas/,0.826,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/sobre-funnytools/,0.826,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/comprimir-imagenes/,https://funnytools.win/es/herramientas/recortar-imagen/,0.826,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/fonctionnement-outils/,https://funnytools.win/fr/outils/diviser-pdf/,0.826,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/calcul-moyenne-notes/,https://funnytools.win/fr/outils/calculateur-moyenne-ponderee/,0.826,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/generateur-nombres-aleatoires/,https://funnytools.win/fr/outils/tirage-au-sort-noms/,0.826,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/independent-samples-t-test-calculator/,https://funnytools.win/tools/z-score-calculator/,0.826,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/guias/agrupamientos-equitativos-aula/,0.825,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/herramientas/dividir-pdf/,0.825,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/documentos-oficina/,https://funnytools.win/es/para/oficina/,0.825,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/prueba-t-formato-apa-7/,https://funnytools.win/es/herramientas/generador-informe-apa-7/,0.825,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/comprimir-imagenes/,https://funnytools.win/es/herramientas/convertir-webp-a-jpg/,0.825,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/privacidad/,https://funnytools.win/es/sobre-funnytools/,0.825,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/weighted-average-calculator/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,0.825,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/study/,https://funnytools.win/for/teachers/,0.824,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/apa-7-report-generator/,https://funnytools.win/en/tools/spss-result-interpreter/,0.824,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/herramientas/calculadora-puntuacion-z/,0.824,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/herramientas/extraer-paginas-pdf/,0.824,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/,https://funnytools.win/es/para/estudiantes/,0.824,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/,https://funnytools.win/es/para/,0.824,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/percentile-rank-calculator/,https://funnytools.win/tools/standard-deviation/,0.824,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/random-wheel/,https://funnytools.win/tools/this-or-that/,0.824,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/csv-to-json/,https://funnytools.win/en/tools/json-to-csv/,0.823,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/azar/,https://funnytools.win/es/categorias/estudio/,0.823,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/dibujo/,https://funnytools.win/es/para/disenadores/,0.823,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/para/oficina/,https://funnytools.win/es/sobre-funnytools/,0.823,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/extraire-pages-pdf/,https://funnytools.win/fr/outils/supprimer-pages-pdf/,0.823,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-lottery-tool-guide/,https://funnytools.win/tools/random-name-picker/,0.823,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-picker-guide/,https://funnytools.win/tools/random-student-picker/,0.823,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/flujos/,0.822,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/para/oficina/,0.822,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/,https://funnytools.win/es/para/oficina/,0.822,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/tirage-au-sort-eleves/,https://funnytools.win/fr/outils/tirage-au-sort-noms/,0.822,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/merge-pdf-reading-order-checklist-guide/,https://funnytools.win/tools/merge-pdf/,0.822,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/statistics/,https://funnytools.win/tools/standard-deviation/,0.821,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/guias/,0.821,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/image-resizer/,https://funnytools.win/tools/jpg-to-png/,0.821,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/group-generator/,https://funnytools.win/en/tools/random-group-generator/,0.820,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/como-funcionan-las-herramientas/,https://funnytools.win/es/condiciones-de-uso/,0.820,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/comprimir-fotos-para-email/,https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,0.820,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/,https://funnytools.win/es/para/estudiantes/,0.820,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,0.820,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/percentile-rank-calculator/,https://funnytools.win/tools/t-score-calculator/,0.820,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/random-student-picker/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,0.820,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/statistics/,https://funnytools.win/tools/weighted-average-calculator/,0.819,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/imagen/,https://funnytools.win/es/herramientas/comprimir-imagenes/,0.819,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/estadisticas-educativas/,https://funnytools.win/es/flujos/,0.819,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/informe-estadistico-investigacion/,https://funnytools.win/es/guias/prueba-t-formato-apa-7/,0.819,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/codigos-qr-en-el-aula/,https://funnytools.win/es/herramientas/generador-codigo-qr/,0.819,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/convertir-jpg-a-webp/,https://funnytools.win/es/herramientas/convertir-png-a-jpg/,0.819,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/extraer-paginas-pdf/,https://funnytools.win/es/herramientas/ordenar-paginas-pdf/,0.819,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/,https://funnytools.win/es/para/docentes/,0.818,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/percentile-rank-guide/,https://funnytools.win/tools/percentile-rank-calculator/,0.818,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/delete-pdf-pages/,https://funnytools.win/tools/split-pdf/,0.818,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/categorias/azar/,0.817,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/minuteur-en-ligne/,https://funnytools.win/fr/outils/rappel-pause-ecran/,0.817,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/chinese-english-mixed-word-count-guide/,https://funnytools.win/guides/word-count-vs-character-count-guide/,0.817,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/split-pdf-page-range-planning-guide/,https://funnytools.win/tools/extract-pdf-pages/,0.817,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/text/,https://funnytools.win/tools/case-converter/,0.816,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/como-funcionan-las-herramientas/,https://funnytools.win/es/privacidad/,0.816,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/decisiones-cotidianas/,https://funnytools.win/es/guias/ruleta-sorteos-clase/,0.816,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/codigos-qr-en-el-aula/,https://funnytools.win/es/para/creadores/,0.816,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/grafico-barras-trabajo-escolar/,https://funnytools.win/es/herramientas/crear-grafico-barras/,0.816,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/ruleta-sorteos-clase/,https://funnytools.win/es/guias/selector-aleatorio-alumnos/,0.816,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/dividir-pdf/,https://funnytools.win/es/herramientas/unir-pdf/,0.816,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-shareable-result-guide/,https://funnytools.win/guides/classroom-random-group-size-balance-guide/,0.816,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/extract-pdf-pages/,https://funnytools.win/tools/pdf-to-image/,0.816,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/convertir-jpg-a-png/,https://funnytools.win/es/herramientas/convertir-webp-a-jpg/,0.815,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-lottery-tool-guide/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,0.815,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/apa-7-report-generator/,https://funnytools.win/tools/independent-samples-t-test-calculator/,0.815,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/standard-deviation/,https://funnytools.win/tools/t-score-calculator/,0.815,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/study/,https://funnytools.win/tools/group-generator/,0.814,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/categorias/estadistica/,0.814,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/imagen/,https://funnytools.win/es/para/creadores/,0.814,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/condiciones-de-uso/,https://funnytools.win/es/contacto/,0.814,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/para/oficina/,0.814,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/eliminar-paginas-pdf/,https://funnytools.win/es/herramientas/ordenar-paginas-pdf/,0.814,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/image-resampling-quality-guide/,https://funnytools.win/guides/image-resize-aspect-ratio-guide/,0.814,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/cronbach-alpha-calculator/,https://funnytools.win/tools/standard-deviation/,0.814,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/image-compressor/,https://funnytools.win/tools/png-to-jpg/,0.814,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/image-crop/,https://funnytools.win/tools/jpg-to-png/,0.814,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/images-to-pdf/,https://funnytools.win/tools/pdf-compressor/,0.814,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/random/,https://funnytools.win/category/study/,0.813,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/como-funcionan-las-herramientas/,https://funnytools.win/es/para/oficina/,0.813,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/contacto/,https://funnytools.win/es/para/oficina/,0.813,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/prueba-levene-spss/,https://funnytools.win/es/guias/prueba-t-formato-apa-7/,0.813,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/csv-to-json-header-duplicate-column-guide/,https://funnytools.win/tools/csv-to-json/,0.813,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/group-generator/,https://funnytools.win/tools/random-student-picker/,0.813,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/merge-pdf/,https://funnytools.win/tools/split-pdf/,0.813,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/text/,https://funnytools.win/tools/sort-lines/,0.812,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/flujos/,0.812,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/como-funcionan-las-herramientas/,https://funnytools.win/es/contacto/,0.812,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-size-balance-guide/,https://funnytools.win/tools/group-generator/,0.812,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/qr-code-destination-change-log-guide/,https://funnytools.win/guides/qr-code-event-page-expiry-guide/,0.812,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/guias/prueba-t-formato-apa-7/,0.811,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/estadisticas-educativas/,0.811,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/herramientas/eliminar-paginas-pdf/,0.811,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/informe-estadistico-investigacion/,https://funnytools.win/es/herramientas/generador-informe-apa-7/,0.811,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/anova-formato-apa-7/,https://funnytools.win/es/herramientas/generador-informe-apa-7/,0.811,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/selector-aleatorio-alumnos/,https://funnytools.win/es/herramientas/sorteo-nombres-aleatorio/,0.811,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/image-resize-aspect-ratio-guide/,https://funnytools.win/tools/image-crop/,0.811,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/bulk-image-compressor/,https://funnytools.win/tools/image-resizer/,0.811,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/images-to-pdf/,https://funnytools.win/tools/jpg-to-webp/,0.811,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/guides/classroom-random-group-guide/,https://funnytools.win/en/guides/fair-student-grouping-guide/,0.810,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/normalized-score-converter/,https://funnytools.win/en/tools/z-score-calculator/,0.810,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/,https://funnytools.win/es/para/creadores/,0.810,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/informe-estadistico-investigacion/,https://funnytools.win/es/guias/,0.810,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/sobre-funnytools/,0.810,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/generateur-groupes-aleatoires/,https://funnytools.win/fr/outils/tirage-au-sort-noms/,0.810,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,https://funnytools.win/tools/pdf-page-reorder/,0.810,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/t-score-calculator-guide/,https://funnytools.win/tools/standard-deviation/,0.810,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/para/creadores/,0.809,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/privacidad/,0.809,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/grupos-aleatorios-clase/,https://funnytools.win/es/herramientas/crear-grupos-clase/,0.809,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/para/creadores/,https://funnytools.win/es/sobre-funnytools/,0.809,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/fonctionnement-outils/,https://funnytools.win/fr/outils/reorganiser-pages-pdf/,0.809,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,https://funnytools.win/tools/pdf-to-image/,0.809,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/percentile-rank-guide/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,0.809,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/image-compressor/,https://funnytools.win/tools/webp-to-jpg/,0.809,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/text/,https://funnytools.win/tools/word-counter/,0.808,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/texto/,https://funnytools.win/es/para/oficina/,0.808,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/,https://funnytools.win/es/para/creadores/,0.808,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/diviser-pdf/,https://funnytools.win/fr/outils/reorganiser-pages-pdf/,0.808,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
