locale,treatment_url,control_url,cluster,score,qualifies,reason
zh-TW,https://funnytools.win/tools/age-calculator/,https://funnytools.win/tools/break-reminder/,time,90,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 13d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.671 (5/5); utility family calculator/time (2/7)
zh-TW,https://funnytools.win/tools/jpg-to-webp/,https://funnytools.win/tools/jpg-to-png/,image,90,yes,same locale zh-TW; same page_type tool; same cluster image; crawl age delta 14d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family image/image (7/7)
zh-TW,https://funnytools.win/tools/jpg-to-webp/,https://funnytools.win/tools/png-to-jpg/,image,85,yes,same locale zh-TW; same page_type tool; same cluster image; crawl age delta 15d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family image/image (7/7)
zh-TW,https://funnytools.win/tools/jpg-to-webp/,https://funnytools.win/tools/qr-code-generator/,image,90,yes,same locale zh-TW; same page_type tool; same cluster image; crawl age delta 13d (10/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family image/image (7/7)
zh-TW,https://funnytools.win/tools/jpg-to-webp/,https://funnytools.win/tools/webp-to-jpg/,image,85,yes,same locale zh-TW; same page_type tool; same cluster image; crawl age delta 19d (5/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family image/image (7/7)
zh-TW,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/base64/,text,91,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 9d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity low-similarity-0.700 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/case-converter/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 8d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.700 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/csv-to-json/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 6d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/json-to-csv/,text,90,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 9d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/markdown-previewer/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 6d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.700 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/remove-duplicate-lines/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 1d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.700 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/remove-empty-lines/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 8d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.700 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/sort-lines/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 0d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.700 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-formatter/,https://funnytools.win/tools/url-encoder/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 9d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.700 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-to-csv/,https://funnytools.win/tools/base64/,text,91,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 0d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-to-csv/,https://funnytools.win/tools/case-converter/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 1d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-to-csv/,https://funnytools.win/tools/csv-to-json/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 3d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-to-csv/,https://funnytools.win/tools/json-formatter/,text,90,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 9d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-to-csv/,https://funnytools.win/tools/markdown-previewer/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 3d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-to-csv/,https://funnytools.win/tools/remove-duplicate-lines/,text,90,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 8d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-to-csv/,https://funnytools.win/tools/remove-empty-lines/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 1d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-to-csv/,https://funnytools.win/tools/sort-lines/,text,90,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 9d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/json-to-csv/,https://funnytools.win/tools/url-encoder/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 0d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/markdown-previewer/,https://funnytools.win/tools/base64/,text,96,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 3d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity low-similarity-0.610 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/markdown-previewer/,https://funnytools.win/tools/case-converter/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 2d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.626 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/markdown-previewer/,https://funnytools.win/tools/csv-to-json/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 0d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/markdown-previewer/,https://funnytools.win/tools/json-formatter/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 6d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.700 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/markdown-previewer/,https://funnytools.win/tools/json-to-csv/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 3d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/markdown-previewer/,https://funnytools.win/tools/remove-duplicate-lines/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 5d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.695 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/markdown-previewer/,https://funnytools.win/tools/remove-empty-lines/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 2d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.695 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/markdown-previewer/,https://funnytools.win/tools/sort-lines/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 6d (15/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.654 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/markdown-previewer/,https://funnytools.win/tools/url-encoder/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 3d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.610 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/merge-pdf/,https://funnytools.win/tools/delete-pdf-pages/,pdf,95,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 6d (15/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/merge-pdf/,https://funnytools.win/tools/extract-pdf-pages/,pdf,95,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 6d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/merge-pdf/,https://funnytools.win/tools/images-to-pdf/,pdf,90,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 16d (5/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.782 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/merge-pdf/,https://funnytools.win/tools/pdf-compressor/,pdf,100,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 4d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.782 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/merge-pdf/,https://funnytools.win/tools/pdf-page-reorder/,pdf,100,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 5d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.782 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/merge-pdf/,https://funnytools.win/tools/split-pdf/,pdf,100,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 7d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.782 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/mortgage-payment/,https://funnytools.win/tools/compound-interest/,money,95,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 13d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.765 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/mortgage-payment/,https://funnytools.win/tools/inflation/,money,90,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 19d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.765 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/mortgage-payment/,https://funnytools.win/tools/overtime-pay/,money,100,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 3d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.765 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/mortgage-payment/,https://funnytools.win/tools/savings-goal/,money,100,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 5d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.765 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/apa-7-report-generator/,statistics,95,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 11d (10/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.774 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/class-rank-percentile-calculator/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 3d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.774 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/cronbach-alpha-calculator/,statistics,96,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 3d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity low-similarity-0.774 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/grade-average/,statistics,81,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 20d (5/15); internal links delta 7 (8/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/independent-samples-t-test-calculator/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 5d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.774 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/percentage-calculator/,statistics,91,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 10d (10/15); internal links delta 6 (8/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.774 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/percentile-rank-calculator/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 4d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.774 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/spss-result-interpreter/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 3d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.774 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/standard-deviation/,statistics,91,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 5d (15/15); internal links delta 6 (8/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/t-score-calculator/,statistics,91,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 1d (15/15); internal links delta 9 (8/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/teacher-exam-score-converter/,statistics,95,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/weighted-average-calculator/,statistics,91,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 6d (15/15); internal links delta 7 (8/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/z-score-calculator/,statistics,80,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 41d (0/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/overtime-pay/,https://funnytools.win/tools/compound-interest/,money,90,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 16d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/overtime-pay/,https://funnytools.win/tools/inflation/,money,85,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 22d (0/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/overtime-pay/,https://funnytools.win/tools/mortgage-payment/,money,100,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 3d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.765 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/overtime-pay/,https://funnytools.win/tools/savings-goal/,money,95,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 8d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.765 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/pdf-compressor/,https://funnytools.win/tools/delete-pdf-pages/,pdf,90,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 10d (10/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-compressor/,https://funnytools.win/tools/extract-pdf-pages/,pdf,90,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 10d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-compressor/,https://funnytools.win/tools/images-to-pdf/,pdf,90,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 20d (5/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.742 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-compressor/,https://funnytools.win/tools/merge-pdf/,pdf,100,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 4d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.782 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-compressor/,https://funnytools.win/tools/pdf-page-reorder/,pdf,100,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 1d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.746 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-compressor/,https://funnytools.win/tools/split-pdf/,pdf,95,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 11d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.744 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-page-reorder/,https://funnytools.win/tools/delete-pdf-pages/,pdf,90,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 11d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-page-reorder/,https://funnytools.win/tools/extract-pdf-pages/,pdf,90,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 11d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-page-reorder/,https://funnytools.win/tools/images-to-pdf/,pdf,90,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 21d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.746 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-page-reorder/,https://funnytools.win/tools/merge-pdf/,pdf,100,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 5d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.782 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-page-reorder/,https://funnytools.win/tools/pdf-compressor/,pdf,100,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 1d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.746 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/pdf-page-reorder/,https://funnytools.win/tools/split-pdf/,pdf,95,yes,same locale zh-TW; same page_type tool; same cluster pdf; crawl age delta 12d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.746 (5/5); utility family pdf/pdf (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/apa-7-report-generator/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 1d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.697 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/class-rank-percentile-calculator/,statistics,95,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 13d (10/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.697 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/cronbach-alpha-calculator/,statistics,91,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 13d (10/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity low-similarity-0.697 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/grade-average/,statistics,80,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 30d (0/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/independent-samples-t-test-calculator/,statistics,90,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 15d (5/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.697 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/normalized-score-converter/,statistics,91,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 10d (10/15); internal links delta 6 (8/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.774 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/percentile-rank-calculator/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 6d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.697 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/spss-result-interpreter/,statistics,95,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 13d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.697 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/standard-deviation/,statistics,85,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 15d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/t-score-calculator/,statistics,90,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 11d (10/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/teacher-exam-score-converter/,statistics,85,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 17d (5/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/weighted-average-calculator/,statistics,85,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 16d (5/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentage-calculator/,https://funnytools.win/tools/z-score-calculator/,statistics,80,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 31d (0/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentile-rank-calculator/,https://funnytools.win/tools/apa-7-report-generator/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.669 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/percentile-rank-calculator/,https://funnytools.win/tools/class-rank-percentile-calculator/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.669 (5/5); utility family calculator/calculator (7/7)
